age,gender,education_level,employment_status,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_amount_usd,monthly_emi_usd,debt_to_income_ratio,credit_score,savings_to_income_ratio,expense_ratio,financial_health_status
59,Other,Master,Student,2629.94,1324.36,130613.12,No,0.0,0.0,0.0,400,4.14,0.5035704236598553,Poor
46,Female,High School,Employed,2822.25,1827.86,128177.7,No,0.0,0.0,0.0,709,3.78,0.6476605545221011,Average
40,Female,Bachelor,Self-employed,6555.73,3927.84,268490.73,Yes,154970.68,3257.7,0.5,816,3.41,0.5991460905192862,Average
55,Female,Bachelor,Employed,1728.64,1540.33,195042.83,Yes,264137.59,3063.83,1.77,588,9.4,0.8910646519807478,Poor
20,Male,Bachelor,Student,5507.82,1697.42,292941.03,Yes,297271.33,5841.55,1.06,787,4.43,0.3081836370832743,Average
18,Female,Bachelor,Employed,3882.29,1353.59,263093.83,Yes,142788.31,2185.37,0.56,790,5.65,0.3486576221766019,Average
39,Male,Bachelor,Unemployed,978.55,646.2,48780.1,No,0.0,0.0,0.0,317,4.15,0.6603648255071279,Poor
56,Male,Master,Self-employed,500.0,216.83,56015.64,No,0.0,0.0,0.0,360,9.34,0.43366,Poor
32,Male,PhD,Unemployed,4392.45,2646.83,118122.19,No,0.0,0.0,0.0,784,2.24,0.6025862559619347,Average
22,Female,Bachelor,Self-employed,5388.31,2332.35,213178.25,No,0.0,0.0,0.0,303,3.3,0.4328537148011157,Poor
51,Female,Master,Employed,4704.3,2514.16,464017.36,Yes,104200.89,1932.93,0.41,832,8.22,0.5344387050145611,Average
20,Male,Bachelor,Self-employed,6806.86,4710.29,379961.39,Yes,481829.47,9088.3,1.34,309,4.65,0.6919916084655774,Poor
64,Female,Bachelor,Employed,5533.86,2742.95,347577.73,Yes,84216.78,8192.25,1.48,518,5.23,0.4956666775090081,Poor
24,Female,Bachelor,Employed,3358.74,1809.31,254901.8,No,0.0,0.0,0.0,741,6.32,0.5386871267201391,Average
52,Male,High School,Employed,5473.8,2682.28,222521.74,Yes,404543.76,2586.73,0.47,456,3.39,0.4900215572362892,Poor
31,Female,Master,Employed,5145.54,3291.66,435953.0,No,0.0,0.0,0.0,738,7.06,0.6397112839468744,Average
29,Female,Master,Employed,500.0,163.29,43000.33,No,0.0,0.0,0.0,771,7.17,0.32658,Good
46,Male,Master,Self-employed,3762.64,1957.19,25038.14,Yes,2899.16,264.33,0.07,508,0.55,0.5201640337635278,Poor
56,Female,Bachelor,Employed,4686.51,2451.18,8918.47,Yes,254032.9,2079.89,0.44,828,0.16,0.5230288636960125,Average
23,Male,Master,Employed,4604.16,1524.65,80098.18,No,0.0,0.0,0.0,740,1.45,0.3311461808451487,Average
39,Male,Bachelor,Student,3177.81,1974.39,341590.42,No,0.0,0.0,0.0,609,8.96,0.6213052385133159,Average
48,Female,Bachelor,Employed,4243.39,3020.61,386387.48,No,0.0,0.0,0.0,617,7.59,0.7118388835341555,Average
38,Female,Master,Employed,5643.24,3127.27,276972.84,No,0.0,0.0,0.0,721,4.09,0.5541621479859088,Average
26,Female,Bachelor,Student,6009.57,1904.3,487963.45,No,0.0,0.0,0.0,773,6.77,0.3168779130619994,Good
68,Female,Bachelor,Employed,4049.23,2165.13,446123.01,No,0.0,0.0,0.0,754,9.18,0.5347016593278229,Good
26,Male,Master,Employed,4662.54,2917.14,269606.85,Yes,184120.27,1597.15,0.34,801,4.82,0.6256546860723983,Average
45,Female,Master,Employed,6223.44,4363.77,187564.51,Yes,135786.56,2991.07,0.48,471,2.51,0.7011829470517914,Poor
63,Male,Master,Self-employed,5650.4,4807.45,474415.06,No,0.0,0.0,0.0,704,7.0,0.8508158714427297,Poor
53,Female,Master,Employed,500.0,401.28,25843.09,No,0.0,0.0,0.0,846,4.31,0.8025599999999999,Poor
52,Male,Bachelor,Self-employed,3727.85,3068.81,366846.18,No,0.0,0.0,0.0,363,8.2,0.8232117708598791,Poor
61,Other,Master,Employed,6101.45,4894.68,386600.11,No,0.0,0.0,0.0,640,5.28,0.802215866720206,Poor
23,Male,Master,Unemployed,3014.86,1976.74,40798.55,Yes,11530.25,276.41,0.09,582,1.13,0.6556656030462442,Poor
20,Female,High School,Employed,3070.48,1201.58,109286.12,No,0.0,0.0,0.0,763,2.97,0.3913329511998124,Good
49,Male,Other,Self-employed,7009.09,5608.26,164117.22,Yes,482077.5,9384.26,1.34,689,1.95,0.80014095981076,Poor
40,Female,Other,Unemployed,3132.43,1257.61,299420.47,Yes,242366.25,4081.12,1.3,599,7.97,0.4014806396312128,Poor
21,Female,High School,Employed,7369.56,5907.68,478420.55,No,0.0,0.0,0.0,430,5.41,0.8016326619228284,Poor
33,Male,Bachelor,Employed,3728.1,1349.45,437607.34,No,0.0,0.0,0.0,327,9.78,0.3619672219092835,Poor
46,Female,Bachelor,Employed,4022.09,3023.56,358340.83,Yes,282340.97,5210.82,1.3,359,7.42,0.7517385240012033,Poor
23,Female,Master,Employed,1826.02,654.39,38610.65,Yes,167287.54,8501.16,4.66,388,1.76,0.3583695687889508,Poor
66,Female,Master,Self-employed,4746.56,4141.25,514077.72,No,0.0,0.0,0.0,640,9.03,0.8724739600889907,Poor
30,Female,Bachelor,Employed,931.36,830.17,39892.69,Yes,406458.14,5110.19,5.49,773,3.57,0.8913524308538051,Poor
68,Male,Master,Employed,2017.13,1236.11,147452.49,No,0.0,0.0,0.0,793,6.09,0.6128063139212643,Average
66,Female,Bachelor,Employed,6116.79,2076.59,689515.33,No,0.0,0.0,0.0,836,9.39,0.3394901574191692,Good
54,Female,Bachelor,Student,2453.25,1958.84,28648.09,Yes,227055.67,2200.86,0.9,638,0.97,0.7984673392438602,Average
34,Male,Master,Self-employed,4132.38,3051.34,306840.37,Yes,199742.78,4572.95,1.11,832,6.19,0.7383977272177292,Average
39,Male,High School,Employed,5610.59,3089.38,380909.07,No,0.0,0.0,0.0,784,5.66,0.5506337123190252,Good
48,Female,Bachelor,Employed,500.0,260.18,22074.41,No,0.0,0.0,0.0,328,3.68,0.52036,Poor
47,Female,Bachelor,Employed,2390.52,1063.33,280037.37,Yes,226553.93,1269.34,0.53,521,9.76,0.4448111707912922,Poor
34,Male,Bachelor,Employed,3660.49,2189.46,125960.78,No,0.0,0.0,0.0,434,2.87,0.5981330368338665,Poor
44,Female,High School,Unemployed,6391.48,2346.92,479340.3,Yes,466384.66,6999.43,1.1,656,6.25,0.3671950784481841,Average
41,Male,High School,Employed,6307.19,3012.17,253808.43,No,0.0,0.0,0.0,458,3.35,0.4775771777923291,Poor
31,Male,Bachelor,Employed,3738.32,2908.53,97157.85,No,0.0,0.0,0.0,725,2.17,0.7780313081812151,Average
29,Male,Master,Employed,5628.56,3855.91,160466.3,No,0.0,0.0,0.0,833,2.38,0.6850615432721691,Average
42,Male,Bachelor,Employed,5986.6,4604.3,378367.82,No,0.0,0.0,0.0,610,5.27,0.769100992215949,Average
21,Male,High School,Employed,605.91,348.32,21549.95,No,0.0,0.0,0.0,617,2.96,0.5748708554075688,Average
60,Male,PhD,Employed,6439.54,4329.1,751763.05,Yes,118132.02,2901.97,0.45,460,9.73,0.6722685160741296,Poor
53,Male,Master,Self-employed,2495.68,2060.76,227852.56,No,0.0,0.0,0.0,739,7.61,0.8257308629311452,Poor
22,Female,Master,Self-employed,6752.36,3559.98,652085.39,No,0.0,0.0,0.0,760,8.05,0.5272201126717178,Good
43,Male,Master,Employed,5033.01,2243.68,321606.92,No,0.0,0.0,0.0,481,5.32,0.445792875436369,Poor
35,Female,Bachelor,Employed,710.91,417.48,35205.15,No,0.0,0.0,0.0,360,4.13,0.5872473308857662,Poor
40,Female,Bachelor,Unemployed,8386.81,6076.51,79355.5,Yes,334087.99,2113.86,0.25,738,0.79,0.7245317349504758,Average
63,Female,High School,Employed,4710.81,3039.31,158411.95,Yes,175035.85,5713.89,1.21,587,2.8,0.6451777932032919,Poor
58,Male,Other,Student,3039.44,1867.79,6826.87,No,0.0,0.0,0.0,353,0.19,0.6145178059116153,Poor
46,Male,High School,Student,4268.74,3745.31,337347.73,Yes,374649.93,8012.1,1.88,422,6.59,0.8773806790762614,Poor
65,Male,Bachelor,Employed,1645.14,673.38,135101.37,No,0.0,0.0,0.0,480,6.84,0.4093147087785841,Poor
42,Female,Other,Employed,6509.42,4718.58,463088.89,No,0.0,0.0,0.0,441,5.93,0.7248848591733211,Poor
52,Female,High School,Unemployed,4932.67,4150.55,305713.81,No,0.0,0.0,0.0,841,5.16,0.8414408423835368,Poor
51,Female,Bachelor,Employed,9530.45,6006.46,913084.03,Yes,368211.9,5770.65,0.61,338,7.98,0.6302388659507158,Poor
43,Male,Bachelor,Employed,5140.17,3223.89,218498.89,Yes,153569.1,5040.76,0.98,772,3.54,0.6271952094969622,Average
66,Male,Other,Self-employed,8707.75,3672.93,784407.7,Yes,261618.36,23905.56,2.75,580,7.51,0.4218001205822399,Poor
36,Female,Bachelor,Employed,2327.15,1958.72,3032.21,Yes,139762.68,4886.77,2.1,302,0.11,0.8416818855681842,Poor
52,Female,High School,Employed,3360.0,2223.66,266064.77,No,0.0,0.0,0.0,382,6.6,0.6618035714285714,Poor
35,Male,Master,Employed,6214.62,2306.65,233459.17,No,0.0,0.0,0.0,354,3.13,0.3711650913491091,Poor
41,Female,Bachelor,Employed,4843.47,1995.99,484374.92,No,0.0,0.0,0.0,648,8.33,0.4120991768298347,Average
56,Male,Bachelor,Unemployed,5302.23,3836.98,180174.18,Yes,262271.49,4096.17,0.77,719,2.83,0.7236540097279824,Average
20,Male,Bachelor,Self-employed,7260.03,3110.6,72112.44,No,0.0,0.0,0.0,525,0.83,0.4284555297980862,Poor
65,Male,High School,Employed,1915.59,1673.77,73747.44,No,0.0,0.0,0.0,563,3.21,0.8737621307273478,Poor
38,Female,Bachelor,Self-employed,6572.17,5003.99,182355.8,Yes,256714.67,13579.19,2.07,674,2.31,0.7613908343819469,Average
33,Other,Bachelor,Student,5353.46,3371.07,167053.57,Yes,76144.23,3311.64,0.62,764,2.6,0.6296992972769013,Average
45,Male,Bachelor,Employed,5447.23,4457.32,453481.2,No,0.0,0.0,0.0,679,6.94,0.8182727735013943,Poor
32,Female,High School,Student,2083.56,724.44,28698.01,Yes,156720.92,894.39,0.43,714,1.15,0.3476933709612395,Average
30,Female,Bachelor,Employed,4578.56,1633.44,117837.37,No,0.0,0.0,0.0,782,2.14,0.3567584568073804,Good
66,Female,Master,Employed,2772.0,2266.56,210035.11,No,0.0,0.0,0.0,372,6.31,0.8176623376623376,Poor
51,Male,High School,Employed,3807.08,1153.0,134809.98,Yes,50858.71,4463.01,1.17,814,2.95,0.3028567826260546,Average
32,Female,Master,Self-employed,5399.6,3026.55,233780.95,No,0.0,0.0,0.0,459,3.61,0.5605137417586488,Poor
41,Female,High School,Unemployed,5264.99,4595.26,353926.7,No,0.0,0.0,0.0,679,5.6,0.8727955798586513,Poor
40,Female,Master,Self-employed,2699.94,2394.93,28890.09,No,0.0,0.0,0.0,546,0.89,0.8870308229071756,Poor
19,Male,Master,Employed,4677.17,3722.49,116150.91,No,0.0,0.0,0.0,348,2.07,0.7958851185652862,Poor
26,Female,Master,Employed,2819.6,1240.35,161728.77,Yes,271748.73,3497.05,1.24,392,4.78,0.4399028230954745,Poor
53,Male,Master,Unemployed,5877.25,3654.9,686726.56,No,0.0,0.0,0.0,301,9.74,0.6218724743715173,Poor
61,Male,Master,Unemployed,4970.21,2067.24,456257.8,Yes,58596.29,1247.05,0.25,640,7.65,0.4159260876301001,Average
37,Female,Master,Student,4778.13,4036.35,372804.75,No,0.0,0.0,0.0,383,6.5,0.8447551657238291,Poor
40,Female,High School,Student,4698.1,3602.8,169047.64,Yes,10686.06,325.82,0.07,305,3.0,0.7668632000170281,Poor
66,Female,Bachelor,Self-employed,3651.15,1107.94,57850.13,Yes,352287.43,6648.62,1.82,832,1.32,0.3034495980718404,Average
67,Male,Bachelor,Self-employed,5261.35,4487.67,189817.79,Yes,228215.77,9678.12,1.84,725,3.01,0.8529502884240736,Poor
34,Male,Other,Employed,4484.31,3264.39,401024.24,No,0.0,0.0,0.0,551,7.45,0.7279581474072934,Poor
68,Male,Bachelor,Employed,2479.8,1816.81,251520.97,No,0.0,0.0,0.0,626,8.45,0.7326437615936768,Average
25,Female,Other,Self-employed,4420.46,1334.35,199750.78,Yes,441784.62,4228.25,0.96,827,3.77,0.3018577252141179,Average
57,Female,Master,Self-employed,7289.32,3092.69,821950.05,No,0.0,0.0,0.0,735,9.4,0.4242768872816669,Average
37,Female,Bachelor,Employed,6100.51,3079.74,451113.14,No,0.0,0.0,0.0,429,6.16,0.5048332024699573,Poor
24,Female,Bachelor,Unemployed,1172.52,870.83,12769.38,Yes,204771.75,8892.2,7.58,799,0.91,0.7426994848701941,Average
33,Female,Bachelor,Employed,5600.47,2519.54,615768.54,No,0.0,0.0,0.0,410,9.16,0.4498800993488046,Poor
52,Female,Bachelor,Self-employed,3998.54,3189.74,321567.85,Yes,75324.05,2731.84,0.68,302,6.7,0.7977261700520689,Poor
38,Other,Master,Employed,6310.91,4117.32,407079.48,No,0.0,0.0,0.0,324,5.38,0.6524130434438139,Poor
55,Male,Other,Employed,6770.89,2677.96,544142.72,No,0.0,0.0,0.0,614,6.7,0.3955107821866844,Average
51,Male,Master,Student,7993.5,4122.8,618581.5,No,0.0,0.0,0.0,389,6.45,0.5157690623631701,Poor
40,Female,Bachelor,Employed,5842.68,3598.32,145976.09,Yes,324354.45,3447.92,0.59,697,2.08,0.6158680605475569,Average
44,Female,Master,Self-employed,8263.68,7319.1,193862.32,No,0.0,0.0,0.0,731,1.95,0.8856949930297398,Poor
27,Male,Bachelor,Employed,6919.33,2280.22,23566.32,Yes,334408.46,6593.72,0.95,822,0.28,0.3295434673588338,Average
52,Female,High School,Employed,500.0,328.31,14497.76,Yes,69274.05,1386.0,2.77,396,2.42,0.65662,Poor
46,Male,PhD,Employed,5196.86,4648.33,435095.12,Yes,277308.24,5972.23,1.15,556,6.98,0.8944497254111137,Poor
28,Female,Master,Employed,3753.76,1602.7,415452.93,Yes,493476.85,4083.94,1.09,433,9.22,0.4269585695409402,Poor
46,Male,Master,Student,4467.7,2031.06,88704.08,No,0.0,0.0,0.0,801,1.65,0.4546097544597892,Good
23,Other,High School,Student,2958.34,2224.34,350635.51,No,0.0,0.0,0.0,412,9.88,0.7518878830695593,Poor
19,Other,Other,Employed,5850.6,2445.55,467861.45,Yes,164421.92,5958.28,1.02,647,6.66,0.4179998632618876,Average
28,Female,High School,Student,3871.18,2771.8,45355.38,Yes,109405.6,1756.97,0.45,776,0.98,0.7160090721692095,Average
58,Male,Bachelor,Student,3529.98,2952.68,102800.85,No,0.0,0.0,0.0,769,2.43,0.836457996929161,Poor
41,Male,Bachelor,Self-employed,3284.4,2924.79,344604.54,No,0.0,0.0,0.0,641,8.74,0.8905096821337231,Poor
31,Male,Master,Employed,5502.98,3601.92,604276.96,No,0.0,0.0,0.0,701,9.15,0.6545399038339228,Average
42,Female,Other,Self-employed,6884.67,2514.01,348945.72,No,0.0,0.0,0.0,552,4.22,0.3651605668826538,Poor
19,Female,High School,Employed,8138.77,3899.6,205493.28,No,0.0,0.0,0.0,594,2.1,0.4791387396375619,Poor
66,Female,High School,Employed,6671.87,5603.31,246949.26,No,0.0,0.0,0.0,697,3.08,0.8398410040963029,Poor
56,Female,High School,Employed,6717.49,5642.09,343111.62,Yes,366095.81,8695.95,1.29,345,4.26,0.8399104427397733,Poor
31,Female,Master,Student,7645.8,6307.26,422072.63,Yes,3173.84,39.04,0.01,335,4.6,0.8249313348505062,Poor
20,Other,Bachelor,Employed,500.0,408.6,49412.61,Yes,420818.51,2131.62,4.26,543,8.24,0.8172,Poor
69,Female,Master,Self-employed,2006.92,767.34,202218.92,Yes,270325.2,23394.1,11.66,510,8.4,0.3823470791062922,Poor
19,Male,Bachelor,Employed,5730.72,1805.6,665845.67,Yes,297449.75,2325.96,0.41,415,9.68,0.3150738476142614,Poor
59,Male,Bachelor,Unemployed,1982.5,920.55,80632.88,No,0.0,0.0,0.0,467,3.39,0.4643379571248423,Poor
60,Other,Bachelor,Student,3910.35,1593.59,127143.68,Yes,54564.65,2651.36,0.68,729,2.71,0.4075312951526078,Average
26,Male,Bachelor,Self-employed,500.0,441.59,13604.57,No,0.0,0.0,0.0,665,2.27,0.88318,Poor
42,Female,Bachelor,Employed,11037.44,3970.4,1210074.66,No,0.0,0.0,0.0,696,9.14,0.3597210947466079,Average
27,Male,High School,Employed,2539.4,1377.08,288186.71,Yes,147307.86,1365.56,0.54,329,9.46,0.5422855792706938,Poor
21,Female,High School,Self-employed,5505.48,3501.75,630085.32,No,0.0,0.0,0.0,762,9.54,0.6360480830009373,Average
29,Male,High School,Unemployed,7030.35,4020.88,227088.26,Yes,215399.42,6870.0,0.98,533,2.69,0.5719316961459956,Poor
28,Female,Bachelor,Student,3883.07,2800.1,102081.99,Yes,422846.13,41159.68,10.6,613,2.19,0.7211046929362591,Average
65,Female,Master,Self-employed,1566.34,1321.37,131328.42,Yes,37569.15,1889.25,1.21,428,6.99,0.8436035598912114,Poor
60,Female,PhD,Student,1058.61,697.66,35244.46,No,0.0,0.0,0.0,812,2.77,0.6590340163043992,Average
68,Male,PhD,Student,1608.72,1348.34,114822.42,No,0.0,0.0,0.0,379,5.95,0.8381446118653338,Poor
36,Female,Master,Self-employed,4570.93,4046.53,14257.01,No,0.0,0.0,0.0,714,0.26,0.8852749878033573,Poor
28,Male,High School,Employed,4678.26,2238.4,527358.77,No,0.0,0.0,0.0,536,9.39,0.4784684904216525,Poor
46,Male,High School,Employed,7357.69,3372.3,481262.62,Yes,248789.75,2142.62,0.29,476,5.45,0.4583367877689873,Poor
57,Male,Master,Employed,2319.55,1996.12,90194.37,Yes,31989.75,947.46,0.41,669,3.24,0.8605634713629797,Poor
35,Male,Master,Employed,7527.18,4305.75,683952.68,Yes,270368.74,6180.82,0.82,490,7.57,0.5720269742453349,Poor
62,Female,Bachelor,Employed,569.61,226.06,63206.33,No,0.0,0.0,0.0,776,9.25,0.3968680325134741,Good
39,Female,PhD,Employed,3436.34,2103.76,223727.87,No,0.0,0.0,0.0,766,5.43,0.6122095019701194,Average
38,Other,High School,Student,4309.79,2553.86,349122.94,Yes,63558.87,1406.3,0.33,622,6.75,0.5925717958415607,Average
55,Female,High School,Self-employed,2763.46,1661.33,34518.04,No,0.0,0.0,0.0,558,1.04,0.6011775093542153,Poor
31,Male,Bachelor,Employed,847.95,337.7,7606.33,No,0.0,0.0,0.0,500,0.75,0.3982546140692257,Poor
50,Female,High School,Employed,2488.01,1612.2,134009.37,No,0.0,0.0,0.0,511,4.49,0.6479877492453808,Poor
60,Female,Master,Student,4022.41,1978.83,294632.24,Yes,325895.91,27885.69,6.93,708,6.1,0.4919513426030663,Average
23,Male,Bachelor,Employed,730.19,516.32,41886.36,Yes,157032.64,14505.34,19.87,401,4.78,0.7071036305619086,Poor
65,Male,Bachelor,Employed,3382.06,2275.53,313709.47,Yes,228272.32,21101.13,6.24,314,7.73,0.6728236636842635,Poor
28,Female,Bachelor,Employed,4105.4,2655.78,333782.0,No,0.0,0.0,0.0,802,6.78,0.6468992059239052,Average
36,Male,High School,Employed,2605.34,933.59,226081.79,Yes,341103.02,3300.02,1.27,592,7.23,0.358337107632785,Poor
69,Male,Master,Employed,3974.78,1218.01,335244.69,No,0.0,0.0,0.0,528,7.03,0.3064345699636206,Poor
64,Male,Bachelor,Employed,2239.74,910.92,103939.41,No,0.0,0.0,0.0,843,3.87,0.4067079214551689,Good
27,Female,High School,Student,4105.45,2549.79,282556.32,No,0.0,0.0,0.0,553,5.74,0.6210744254588413,Poor
55,Female,High School,Self-employed,757.11,309.64,34095.34,No,0.0,0.0,0.0,418,3.75,0.408976238591486,Poor
18,Female,Other,Employed,5622.85,1729.73,574929.97,Yes,121366.15,10819.04,1.92,306,8.52,0.3076251367189236,Poor
69,Male,PhD,Student,2992.61,2016.15,320594.54,Yes,455181.46,5117.05,1.71,358,8.93,0.6737095712438307,Poor
29,Male,High School,Employed,2783.73,1465.39,250773.48,No,0.0,0.0,0.0,742,7.51,0.5264124035017764,Average
35,Male,Bachelor,Self-employed,7009.44,2833.29,345086.1,No,0.0,0.0,0.0,370,4.1,0.4042106074094364,Poor
36,Male,Other,Employed,4880.66,2822.85,519754.38,No,0.0,0.0,0.0,577,8.87,0.5783746460519684,Poor
62,Female,Master,Employed,6130.47,3460.72,525799.37,No,0.0,0.0,0.0,677,7.15,0.5645113669914378,Average
34,Male,High School,Self-employed,6687.67,4523.91,185100.14,Yes,185811.76,3404.43,0.51,527,2.31,0.6764553274907404,Poor
22,Male,Other,Employed,3924.16,1872.49,134012.87,Yes,483327.97,12131.72,3.09,588,2.85,0.4771696363043301,Poor
49,Female,High School,Employed,5502.69,3355.87,445363.84,No,0.0,0.0,0.0,656,6.74,0.6098599048828846,Average
26,Female,Bachelor,Student,4339.52,2738.23,145310.01,No,0.0,0.0,0.0,779,2.79,0.6309983592655408,Average
60,Male,Bachelor,Employed,6856.35,2310.19,107748.09,No,0.0,0.0,0.0,705,1.31,0.3369416672136049,Average
69,Female,Bachelor,Self-employed,4072.05,2905.93,430767.91,No,0.0,0.0,0.0,559,8.82,0.7136282707727065,Poor
36,Female,Bachelor,Employed,5413.53,2633.03,371873.19,No,0.0,0.0,0.0,547,5.72,0.4863794972965884,Poor
53,Male,High School,Employed,3797.61,3336.58,225407.0,Yes,282817.52,25975.84,6.84,604,4.95,0.8785999615547673,Poor
64,Female,High School,Self-employed,3301.61,1967.54,141407.74,No,0.0,0.0,0.0,539,3.57,0.5959334991110398,Poor
45,Other,Bachelor,Employed,1241.33,703.94,13333.35,No,0.0,0.0,0.0,585,0.9,0.567085303666229,Poor
41,Female,Bachelor,Employed,3672.72,2651.52,76578.85,Yes,72058.24,1531.21,0.42,530,1.74,0.7219499444553356,Poor
64,Male,Bachelor,Employed,2920.45,1893.18,207059.13,Yes,49083.2,4515.85,1.55,357,5.91,0.6482494136177644,Poor
46,Male,Bachelor,Employed,4247.94,2634.25,401891.12,No,0.0,0.0,0.0,545,7.88,0.6201241072143204,Poor
43,Male,High School,Employed,500.0,336.22,24262.01,No,0.0,0.0,0.0,775,4.04,0.67244,Average
60,Female,Master,Employed,3454.42,1333.08,294354.61,No,0.0,0.0,0.0,416,7.1,0.3859055934136555,Poor
45,Male,Bachelor,Employed,4324.6,1822.97,364050.47,Yes,460491.1,9999.24,2.31,340,7.02,0.4215349396475974,Poor
40,Female,Bachelor,Student,3757.21,3087.44,203366.64,No,0.0,0.0,0.0,674,4.51,0.8217374062136532,Poor
26,Male,Other,Employed,4523.2,1751.89,267057.49,No,0.0,0.0,0.0,640,4.92,0.3873120799434029,Average
28,Female,PhD,Student,2250.1,1866.69,75079.41,No,0.0,0.0,0.0,674,2.78,0.8296031287498334,Poor
23,Male,Master,Student,5572.29,2325.49,635947.84,Yes,46733.11,797.95,0.14,397,9.51,0.4173311152147501,Poor
45,Female,Bachelor,Self-employed,2437.88,1583.72,103840.8,No,0.0,0.0,0.0,644,3.55,0.6496300063990024,Average
23,Female,Master,Self-employed,5547.07,3819.46,186519.89,Yes,461788.69,9926.14,1.79,329,2.8,0.6885544981404598,Poor
39,Female,High School,Employed,4638.33,2647.68,206771.74,Yes,447127.6,9099.33,1.96,505,3.71,0.5708261378556506,Poor
38,Female,High School,Employed,4929.8,3128.09,519455.74,Yes,481641.39,22432.61,4.55,807,8.78,0.6345267556493164,Average
61,Male,Master,Self-employed,3198.19,1417.94,255984.83,No,0.0,0.0,0.0,350,6.67,0.4433570238165962,Poor
65,Male,Other,Employed,6940.51,4480.67,816835.47,Yes,135998.92,1072.64,0.15,765,9.81,0.6455822410745031,Average
21,Female,Bachelor,Employed,1616.37,1416.53,162422.46,No,0.0,0.0,0.0,562,8.37,0.8763649411953947,Poor
62,Male,Other,Employed,5430.31,4427.14,180179.17,No,0.0,0.0,0.0,653,2.77,0.8152646902294712,Poor
62,Female,Master,Employed,4113.62,1251.58,460515.01,No,0.0,0.0,0.0,452,9.33,0.3042527019996985,Poor
36,Male,Master,Employed,5060.72,1824.97,567539.12,No,0.0,0.0,0.0,782,9.35,0.3606146951421932,Good
36,Male,Bachelor,Self-employed,7640.93,4838.34,680440.58,Yes,68933.35,6048.8,0.79,434,7.42,0.6332134962628895,Poor
46,Female,Bachelor,Employed,3840.96,2619.52,219987.64,No,0.0,0.0,0.0,609,4.77,0.6819961676247605,Average
20,Female,Master,Unemployed,2740.94,2331.67,133232.82,Yes,96736.13,1562.68,0.57,420,4.05,0.850682612534386,Poor
69,Male,High School,Self-employed,2968.07,2450.01,27116.49,No,0.0,0.0,0.0,788,0.76,0.8254555990930134,Poor
68,Female,Bachelor,Self-employed,5145.85,3466.78,505836.99,No,0.0,0.0,0.0,413,8.19,0.6737040527803958,Poor
21,Male,Bachelor,Employed,3713.45,3239.34,202243.64,No,0.0,0.0,0.0,495,4.54,0.8723262734115177,Poor
47,Female,PhD,Employed,5198.58,3080.24,318127.17,No,0.0,0.0,0.0,385,5.1,0.5925156485040145,Poor
18,Male,High School,Self-employed,500.0,349.93,38935.78,No,0.0,0.0,0.0,798,6.49,0.69986,Average
53,Male,Master,Employed,6411.63,2683.6,506339.33,Yes,453575.91,3837.34,0.6,579,6.58,0.4185519126961474,Poor
66,Male,Master,Employed,2310.82,1580.7,244310.39,No,0.0,0.0,0.0,600,8.81,0.6840428938645156,Average
51,Female,Master,Self-employed,4060.09,1872.62,27312.51,No,0.0,0.0,0.0,689,0.56,0.4612262289752197,Average
54,Female,High School,Employed,4681.5,3624.73,90520.82,No,0.0,0.0,0.0,794,1.61,0.7742667948307167,Average
48,Female,High School,Self-employed,753.87,245.57,62941.04,Yes,323560.44,5178.17,6.87,805,6.96,0.3257458182445249,Average
52,Female,Master,Self-employed,500.0,245.7,45755.44,No,0.0,0.0,0.0,509,7.63,0.4914,Poor
32,Female,PhD,Employed,1204.24,464.19,8385.95,No,0.0,0.0,0.0,816,0.58,0.3854630306251245,Good
60,Female,Bachelor,Employed,500.0,181.58,23918.46,No,0.0,0.0,0.0,647,3.99,0.36316,Average
23,Male,Bachelor,Self-employed,3458.03,2674.82,108965.1,No,0.0,0.0,0.0,502,2.63,0.7735097729053826,Poor
62,Male,Master,Unemployed,6459.25,2258.83,712954.6,Yes,398647.34,1868.89,0.29,368,9.2,0.3497046870766729,Poor
30,Male,Bachelor,Self-employed,4383.65,2078.19,521563.73,No,0.0,0.0,0.0,846,9.91,0.4740775381246222,Good
59,Female,High School,Employed,5523.1,1739.02,500497.08,No,0.0,0.0,0.0,642,7.55,0.3148630298202096,Average
55,Female,Bachelor,Employed,4081.68,2052.88,448932.21,Yes,484522.03,10738.79,2.63,690,9.17,0.502949765782717,Average
27,Male,Bachelor,Employed,4530.33,2015.07,494465.29,Yes,17453.82,897.05,0.2,477,9.1,0.4447954122547364,Poor
47,Other,High School,Employed,873.86,659.87,91811.07,No,0.0,0.0,0.0,848,8.76,0.7551209575904607,Average
44,Male,Bachelor,Employed,1276.88,401.67,7922.39,No,0.0,0.0,0.0,309,0.52,0.3145714554225925,Poor
25,Female,Bachelor,Employed,5666.39,4922.47,247919.2,No,0.0,0.0,0.0,792,3.65,0.8687135901341065,Poor
35,Male,Bachelor,Employed,1751.05,1434.92,40036.17,Yes,340661.02,6649.25,3.8,717,1.91,0.8194626081493961,Poor
30,Female,High School,Self-employed,1057.62,620.61,23301.75,No,0.0,0.0,0.0,557,1.84,0.5867986611448347,Poor
32,Male,Bachelor,Self-employed,1021.07,742.76,47077.0,No,0.0,0.0,0.0,825,3.84,0.7274329869646546,Average
